Name,Ticker,"Sub-Sector","Market Cap","Close Price","PE Ratio"
Dcm Shriram Industries Ltd,DCMSRIND,"Packaged Foods & Meats","631.998224025","71.5","9.539595834339659"
Avantel Ltd,AVANTEL,"Communication & Networking","629.09513388","402.3","34.98860588876529"
Gandhi Special Tubes Ltd,GANDHITUBE,"Auto Parts","621.51404","527.2","16.122283787289227"
S Chand and Company Ltd,SCHAND,"Education Services","620.8608937600001","172","77.12557686459589"
Raghuvansh Agrofarms Ltd,RAFL,"Agro Products","619.5934245","520","105.37303137755106"
Atul Auto Ltd,ATULAUTO,"Three Wheelers","619.566252","274.8","-24.84227153167601"
Toyam Industries Ltd,TOYAMSL,"Diversified Financials","619.172875","16","578.666238317757"
Vikas Lifecare Ltd,VIKASLIFE,"Plastic Products","619.019252635","4.6","21.568615074390266"
V L S Finance Ltd,VLSFINANCE,"Investment Banking & Brokerage","618.785582085","153.8","2.9437943962178874"
Nupur Recyclers Ltd,NRL,"Metals - Diversified","614.3278926","143.15","32.521328353626224"
Exxaro Tiles Ltd,EXXARO,"Building Products - Ceramics","613.17636435","136.7","33.89587420398012"
Digispice Technologies Ltd,DIGISPICE,"Telecom Equipments","611.29571184","27.45","112.57747916021916"
Sat Industries Ltd,SATINDLTD,"Commodities Trading","611.224425","66.9","17.193373417721528"
Jubilant Industries Ltd,JUBLINDS,"Diversified Chemicals","602.608704495","403.65","11.24689631382982"
AGI Infra Ltd,AGIIL,"Real Estate","602.589714","499.3","16.55011573743476"
Refex Industries Ltd,REFEX,"Commodity Chemicals","601.64265816","267.75","13.252040928634376"
KSE Ltd,KSE,"Agro Products","601.6","1882.75","91.56773211567565"
UTI-Nifty Next 50 Exchange Traded Fund,UTINEXT50,"Equity","599.22049201","44.18",
Harita Seating Systems Ltd,HARITASEAT,"Auto Parts","595.5357612","766.55","43.15476530434809"
ASM Technologies Ltd,ASMTECPP,,"593.15","367.05",
Balaxi Pharmaceuticals Ltd,BALAXI,"Health Care Equipment & Supplies","591","594.7","12.400335711288283"
Spencer's Retail Ltd,SPENCERS,"Retail - Department Stores","587.77841877","64.1","-4.839275636176519"
Veritas (India) Ltd,VERITAS,"Commodities Trading","586.3347","223.05","5.599605577308756"
Rajnandini Metal Ltd,RAJMET,"Metals - Diversified","586.1376","21.05","58.43844466600226"
Eldeco Housing and Industries Ltd,ELDEHSG,"Real Estate","585.309325","567.7","11.519569474512894"
Shree Pushkar Chemicals & Fertilisers Ltd,SHREEPUSHK,"Specialty Chemicals","584.9206506","183","10.531520536550213"
Dr Agarwal's Eye Hospital Ltd,DRAGARWQ,"Hospitals & Diagnostic Centres","583.4815","1229","24.20080879303193"
Menon Bearings Ltd,MENONBE,"Auto Parts","579.4536","99.8","23.622242152466363"
Reliance Communications Ltd,RCOM,"Telecom Services","576.2933505","2.2","-0.08705337620845921"
Wim Plast Ltd,WIMPLAST,"Housewares","576.1012632","476","16.47415679725481"
APM Finvest Ltd,MUFIN,,"575.66909325","221.7","52.86217568870523"
Automotive Stampings and Assemblies Ltd,ASAL,"Auto Parts","570.95964803","359.1","10.91283730944191"
Mac Charles (India) Ltd,MCCHRLS-B,"Hotels, Resorts & Cruise Lines","569.6337409600001","427.05","5.126754936189362"
Nitta Gelatin India Ltd,NITTAGELA,"Specialty Chemicals","569.1271446","612.95","17.288187867557703"
ASM Technologies Ltd,ASMTEC,"IT Services & Consulting","563.43","468.5","38.564681724845975"
IST Ltd,ISTLTD,"Industrial Machinery","562.15187784","488.5","5.821185438956197"
CWD Ltd,CWD,,"560.12814","1540","180.10551125401938"
Kellton Tech Solutions Ltd,KELLTONTEC,"IT Services & Consulting","559.193161","57.45","7.936320763553797"
Urja Global Ltd,URJA,"Renewable Energy Equipment & Services","557.610583275","9.95","705.8361813607679"
D P Wires Ltd,DPWIRES,"Iron & Steel","556.89856","414.7","19.17034629948367"
Rane Brake Linings Ltd,RBL,"Auto Parts","555.275283285","715.2","20.51257049445883"
Permanent Magnets Ltd,PERMAGN,"Metals - Diversified","555.03014115","654.3","29.150742707458015"
Universus Photo Imagings Ltd,UNIVPHOTO,"Health Care Equipment & Supplies","554.33602656","506.1","1.0777408895888014"
State Trading Corporation of India Ltd,STCINDIA,"Commodities Trading","550.8","90.3","-6.342699216950716"
Nicco Parks & Resorts Ltd,NICCOPAR,"Hotels, Resorts & Cruise Lines","550.368","116.7","113.01190965092395"
Morganite Crucible (India) Ltd,MORGANITE,"Industrial Machinery","550.284","989.3","12.67935483870968"
Oswal Agro Mills Ltd,OSWALAGRO,"Real Estate","549.02023384","40.45","28.72947325170068"
Automobile Corp Of Goa Ltd,ACGL,"Trucks & Buses","547.24534536","898.75","158.62183923478372"
Amines and Plasticizers Ltd,AMNPLST,"Commodity Chemicals","546.8988","99.85","22.930767295597473"
HCL Infosystems Ltd,HCL-INSYS,"IT Services & Consulting","546.48848048","16.4","22.287458420880895"
Crest Ventures Ltd,CREST,"Asset Management","545.38218675","189.15","45.03568841866232"
Lords Chloro Alkali Ltd,LORDSCHLO,"Commodity Chemicals","543.449166905","215.35","16.83026221446267"
Equippp Social Impact Technologies Ltd,EQUIPPP,"Biotechnology","542.2808835","54.5","-183.8240283050847"
Medico Remedies Ltd,MEDICO,"Pharmaceuticals","537.570352","336","109.93258732106364"
Jayant Agro-Organics Ltd,JAYAGROGN,"Specialty Chemicals","535.65","179.4","6.0470760894106785"
Chemcrux Enterprises Ltd,CHEMCRUX,"Commodity Chemicals","530.896914","361.85","35.60676820925552"
United Drilling Tools Ltd,UNIDT,"Oil & Gas - Equipment & Services","529.40401045","259.25","10.581731170297823"
Swelect Energy Systems Ltd,SWELECTES,"Electrical Components & Equipments","529.040724","345.1","16.328417407407397"
Nectar Lifesciences Ltd,NECLIFE,"Pharmaceuticals","528.13458435","23","21.083216940119843"
Windlas Biotech Ltd,WINDLAS,"Pharmaceuticals","527.27146374","242.4","13.842779305329481"
Tribhovandas Bhimji Zaveri Ltd,TBZ,"Precious Metals, Jewellery & Watches","526.5045918","79.1","26.07749340267452"
Bharat Agri Fert & Realty Ltd,BHARATAGRI,"Commodity Chemicals","526.410468045","1002.6","1283.9279708414545"
Ksolves India Ltd,KSOLVES,"IT Services & Consulting","524.80584","439.35","33.363371900826436"
TAAL Enterprises Ltd,TAALENT,"Conglomerates","521.50425199","1674.3","16.348095673667714"
Dhanlaxmi Bank Ltd,DHANBANK,"Private Banks","521.20489304","20.15","14.514199193539422"
Nahar Capital and Financial Services Ltd,NAHARCAP,"Asset Management","521.056986205","304.8","2.3007770839625556"
Balu Forge Industries Ltd,BALUFORGE,,"521.0305375","62.5","17.45495938023453"
B&B Triplewall Containers Ltd,BBTCL,"Packaging","520.779368","246.3","21.317207040523925"
Goa Carbon Ltd,GOACARBON,"Metals - Coke","519.1849352199999","569.7","13.74232226627845"
Allied Digital Services Ltd,ADSL,"IT Services & Consulting","512.24229375","92.9","8.391911758682827"
CSL Finance Ltd,CSLFINANCE,"Specialized Finance","509.46019176000004","240.15","15.225947153616262"
HT Media Ltd,HTMEDIA,"Publishing","508.74956","21.95","28.597501967397207"
IFB Agro Industries Ltd,IFBAGRO,"Alcoholic Beverages","504.8872829","542.25","8.624654644687341"
Raghuvir Synthetics Ltd,RAGHUSYN,"Textiles","503.75","128.65","147.7272727272724"
Empyrean Cashews Ltd,KRISHIVAL,"Packaged Foods & Meats","502.7965814","253","151.90229045317218"
Fermenta Biotech Ltd,FERMENTA,,"501.22221975","173.1","32.420583424967695"
Manaksia Ltd,MANAKSIA,"Metals - Diversified","501.00781225","75.15","2.7369997937721937"
Innovana Thinklabs Ltd,INNOVANA,"Software Services","497.125","509","23.15440149045179"
N R Agarwal Industries Ltd,NRAIL,"Paper Products","495.085619","295.6","8.11482738895262"
Bheema Cements Ltd,BHEEMACEM,"Cement","494.69373033999995","152","-13.38457062608225"
Repro India Ltd,REPRO,"Stationery","494.381518015","384.85","-21.318737301207463"
Fredun Pharmaceuticals Ltd,FREDUN,"Pharmaceuticals","493.42845264","1089.25","77.82783164668761"
Voith Paper Fabrics India Ltd,VOITHPAPR,"Textiles","492.867082595","1132.9","16.815663002217665"
Hardwyn India Ltd,HARDWYN,"Building Products - Glass","492.57374491499996","321.25","144.87463085735277"
Prozone Intu Properties Ltd,PROZONINTU,"Real Estate","492.144297675","31.15","-140.61265647857195"
Nureca Ltd,NURECA,"Pharmaceuticals","491.958609125","482.35","10.939706673893715"
Aarti Surfactants Ltd,AARTISURF,"Specialty Chemicals","489.54006796499993","637.15","89.16941128688687"
Donear Industries Ltd,DONEAR,"Textiles","485.42","105.9","21.309043020193144"
Sreeleathers Ltd,SREEL,"Footwear","484.40285104","206.7","29.28675036517532"
Tiger Logistics (India) Ltd,TIGERLOGS,"Logistics","482.000275","442.75","14.3324494498959"
Aditya BSL Nifty ETF,BSLNIFTY,"Equity","481.92970355999995","20.17",
GVK Power & Infrastructure Ltd,GVKPIL,"Airports","481.659172","3.2","0.1820762963214976"
White Organic Retail Ltd,WORL,"Agro Products","480.06108","154.95","71.9731754122938"
FCS Software Solutions Ltd,FCSSOFT,"Software Services","478.674868","2.75","-7977.914466667036"
Genus Paper & Boards Ltd,GENUSPAPER,"Paper Products","478.2542484","18.4","18.54417403644825"
NIBE Ltd,NIBE,,"477.90604421999996","481.6","2389.5302211000135"
Jindal Poly Investment and Finance Company Ltd,JPOLYINVST,"Asset Management","475.98014512","452.4","0.5984160738244908"
Hi-Tech Gears Ltd,HITECHGEAR,"Auto Parts","475.67496","251.55","-428.53600000000637"
Plastiblends India Ltd,PLASTIBLEN,"Specialty Chemicals","475.472414","182.25","12.95212241895945"
Stovec Industries Ltd,STOVACQ,"Industrial Machinery","475.06540032","2271.1","16.033256845089422"
Munjal Auto Industries Ltd,MUNJALAU,"Auto Parts","475","49.85","17.72388059701482"
Liberty Shoes Ltd,LIBERTSHOE,"Footwear","474.2232","272.6","212.65614349775714"
Jagatjit Industries Ltd,JAGAJITIND,"Alcoholic Beverages","473.47962911999997","107.7","986.4158940000823"
Shyam Century Ferrous Ltd,SHYAMCENT,"Iron & Steel","471.0067388","21.05","8.283621857193106"
Unitech Ltd,UNITECH,"Real Estate","470.93418846000003","1.8","-0.2954121220329202"
Cool Caps Industries Ltd,COOLCAPS,"Plastic Products","467.602","375.35","130.98095238095252"
Man Industries India Ltd,MANINDS,"Building Products - Pipes","466.3997068","79.35","4.591904172491874"
Rama Phosphates Ltd,RAMAPHO,"Fertilizers & Agro Chemicals","465.3315019","259.35","6.643796429183325"
Marine Electricals (India) Ltd,MARINE,"Electrical Components & Equipments","464.28797125","39.45","35.79706794525825"
Dynamic Cables Ltd,DYCL,"Cables","463.94505","213.05","15.014402912621355"
Zim Laboratories Ltd,ZIMLAB,"Pharmaceuticals","461.92071672","94.8","31.74712829690725"
Bajaj Steel Industries Ltd,BAJAJST,"Industrial Machinery","461.89","877.3","12.661458333333352"
Starlineps Enterprises Ltd,STARLENT,,"461.6964","106.7","1442.801249999984"
Singer India Ltd,SINGER,"Home Electronics & Appliances","461.686226625","82.5","60.11539409179698"
Supershakti Metaliks Ltd,SUPERSHAKT,"Iron & Steel","461.01112","400","26.001755217146066"
Investment Trust of India Ltd,THEINVEST,"Investment Banking & Brokerage","460.77635394","90.5","291.63060375949067"
Riddhi Corporate Services Ltd,RIDDHICORP,"IT Services & Consulting","460.6875","386.6","79.02015437392802"
Natural Capsules Ltd,NATCAPSUQ,"Pharmaceuticals","459.77069725","489.75","33.02950411278737"
Balaji Telefilms Ltd,BALAJITELE,"Movies & TV Serials","458.12090678999994","45.05","-3.4616964393985192"
NXTDIGITAL Ltd,NXTDIGITAL,"Movies & TV Serials","458.10240370500003","132.7","-36.12794981900617"
Anuh Pharma Ltd,ANUHPHR,"Pharmaceuticals","456.52032","90.05","14.933605495583935"
Ice Make Refrigeration Ltd,ICEMAKE,"Electrical Components & Equipments","454.377469325","279.8","62.07342477117483"
Pudumjee Paper Products Ltd,PDMJEPAPER,"Paper Products","452.43675","47.05","13.102715030408321"
Mold-Tek Technologies Ltd,MOLDTECH,"Construction & Engineering","450.75130548000004","155","33.891075600000036"
Consolidated Finvest & Holdings Ltd,CONSOFINVT,"Asset Management","448.85159191","137.1","748.0859865166666"
GSS Infotech Ltd,GSS,"Software Services","447.76182678500004","265.5","14.758135358767284"
Birla Cable Ltd,BIRLACABLE,"Telecom Equipments","446.55","149.95","20.54047838086466"
Goodricke Group Ltd,GOODRICKE,"Tea & Coffee","445.608","205.1","84.39545454545586"
ZF Steering Gear (India) Ltd,ZFSTEERING,"Auto Parts","444.682433","494.1","24.339487301587326"
Khadim India Ltd,KHADIM,"Footwear","444.02916193999994","240.15","68.84173053333332"
Hindustan Composites Ltd,HINDCOMPOS,"Auto Parts","443.95614","306.05","20.54401388246185"
Magadh Sugar & Energy Ltd,MAGADSUGAR,"Sugar","443.7454287","308.2","9.642447385919194"
Shilchar Technologies Ltd,SHILCTECH,"Electronic Equipments","443.708157","1181.2","31.60314508547008"
Sakar Healthcare Ltd,SAKAR,"Pharmaceuticals","443.66694","233.55","29.227071146245088"
Dynacons Systems and Solutions Ltd,DSSL,"IT Services & Consulting","442.7980958","366.3","26.9669973081609"
Premier Explosives Ltd,PREMEXPLN,"Commodity Chemicals","441.27188856000004","408.1","83.25884689811382"
Mafatlal Industries Ltd,MAFATIND,,"441.2200118","62.55","15.33611441779642"
Mangalam Global Enterprise Ltd,MGEL,"Commodity Chemicals","441.10027425","33.5","102.10654496528097"
Shemaroo Entertainment Ltd,SHEMAROO,"Movies & TV Serials","440.488182995","157.9","83.42579223390197"
Shreeji Translogistics Ltd,STL,"Logistics","440.423287875","421.65","47.97639301470575"
Salzer Electronics Ltd,SALZERELEC,"Electrical Components & Equipments","438.64621696499995","297.65","19.40912464446902"
Mallcom (India) Ltd,MALLCOM,"Business Support Services","438.2976","703.3","13.432350597609554"
Silver Touch Technologies Ltd,SILVERTUC,"IT Services & Consulting","438.12855","343.5","69.54421428571412"
Muthoot Capital Services Ltd,MUTHOOTCAP,"Diversified Financials","437.33990246999997","272.8","-2.5437090820101216"
Diamines and Chemicals Ltd,DIAMINESQ,"Commodity Chemicals","434.6693532","435.95","26.012528617594253"
Indo Borax and Chemicals Ltd,INDOBORAX,"Commodity Chemicals","431.77095","133.2","11.871623590871602"
PTL Enterprises Ltd,PTL,"Tires & Rubber","431.54902","35.6","13.081207032434072"
Mangalam Organics Ltd,MANORG,"Commodity Chemicals","431.3051984","499.6","8.02726965196352"
Kothari Products Ltd,KOTHARIPRO,"Commodities Trading","431.24384925","140.35","29.376284008855713"
PREVEST DENPRO LTD,PREVEST,,"430.78767","354.1","37.2331607605877"
Vardhman Acrylics Ltd,VARDHACRLC,"Textiles","430.74967856000006","54.2","29.58445594505502"
Orbit Exports Ltd,ORBTEXP,"Textiles","429.64028985","158.2","24.13709493539322"
Delphi World Money Ltd,DELPHIFX,"Consumer Finance","429.3700215","387.55","54.14502162673394"
Nahar Industrial Enterprises Ltd,NAHARINDUS,"Textiles","428.825292865","107.55","2.732067360251021"
Max India Ltd,MAXIND,"Hospitals & Diagnostic Centres","428.784074685","99","-23.781701313643932"
BGR Energy Systems Ltd,BGRENERGY,"Construction & Engineering","428.6396664","58.95","-2.3347658717795103"
KP ENERGY Ltd,KPEL,"Renewable Energy","428.427675","388.7","23.284112771739114"
Rubfila International Ltd,RUBFILA,"Commodity Chemicals","428.17080381","78.65","9.591639870295698"
Pondy Oxides and Chemicals Ltd,PONDYOXIDE,"Commodity Chemicals","428.1406474","363.65","8.87338129326424"
Zuari Global Ltd,ZUARIIND,"Conglomerates","427.06217856","141.9","-11.922450546063677"
Kirloskar Electric Company Ltd,KECL,"Heavy Electrical Equipments","425.382124755","67.25","6.3122440236682005"
Oricon Enterprises Ltd,ORICONENT,"Logistics","424.0288305","26.8","3.3186885066917102"
Commercial Syn Bags Ltd,COMSYN,"Packaging","423.892842","106.55","23.163543278688525"
Alliance Integrated Metaliks Ltd,AIML,"Building Products - Prefab Structures","423.85625","36.15","-17.229928861788608"
Banswara Syntex Ltd,BANSWRAS,"Textiles","423.27971866","121.15","9.278380505480076"
De Nora India Ltd,DENORA,"Electrical Components & Equipments","422.5672664","763.45","27.350632129449856"
Sahyadri Industries Ltd,SAHYADRI,"Cement","422.308254","394.45","7.0279290064902575"
Bhatia Communications & Retail (India) Ltd,BHATIA,"Retail - Speciality","421.76224","32.05","79.87921212121168"
Dhunseri Investments Ltd,DHUNINV,"Asset Management","421.743324","694.65","2.738415193818581"
Vishal Fabrics Ltd,VISHAL,"Textiles","419.921256375","21.1","6.08228934494497"
Algoquant Fintech Ltd,AQFINTECH,,"419.35866","514.3","121.90658720930237"
HPC Biosciences Ltd,HPCBL,"Agro Products","418.15200000000004","26.2","-853.3714285714286"
NBI Industrial Finance Company Ltd,NBIFIN,"Diversified Financials","417.656","1644","52.469346733668345"
Deep Energy Resources Ltd,DEEPENR,"Oil & Gas - Equipment & Services","414.24","128.45","1255.2727272727273"
Parsvnath Developers Ltd,PARSVNATH,"Real Estate","413.4221115","9.25","-0.8397938440756464"
Saurashtra Cement Ltd,SAURASHCEM,"Cement","412.94950463000004","58.45","104.28017793687101"
Ponni Sugars (Erode) Ltd,PONNIERODE,"Sugar","412.724544","469.6","14.110240820512802"
MIRC Electronics Ltd,MIRCELECTR,"Home Electronics & Appliances","412.250424915","17.75","-20.54062904409546"
Variman Global Enterprises Ltd,VARIMAN,,"410.58225","22","855.3796875000062"
Iris Clothings Ltd,IRISDOREME,"Retail - Apparel","410.3002689","252.7","40.463537366863925"
Supreme Holdings & Hospitality (India) Ltd,SUPREME,"Real Estate","409.225499355","114.15","31.772166098990674"
Gokul Refoils and Solvent Ltd,GOKUL,"Packaged Foods & Meats","408.354375","40.85","15.397977941176672"
Hindustan Media Ventures Ltd,HMVL,"Publishing","408.33397271999996","56.25","10.059964836659278"
Kaya Ltd,KAYA,"Wellness Services","407.664959655","301.6","-5.921919809049974"
Radhe Developers (India) Ltd,RADHEDE,"Real Estate","405.899988","8.09","16.094369072164945"
Euro India Fresh Foods Ltd,EIFFL,"FMCG - Foods","404.736","161.8","291.17697841726454"
Piccadily Agro Industries Ltd,PICCADIL,"Sugar","404.7155112","43.75","13.831698947368368"
Kothari Petrochemicals Ltd,KOTHARIPET,"Commodity Chemicals","403.686304","68.05","12.27756399026765"
Advait Infratech Ltd,ADVAIT,,"403.665","389.3","75.87687969924829"
Global Education Ltd,GLOBAL,"Education Services","403.241683","194.35","37.16513207373275"
Empire Industries Ltd,EMPIND,"Packaging","402.5998658","672.4","16.987336109704678"
Arfin India Ltd,ARFIN,,"401.28322625","24.8","43.71276974400875"
Oriental Rail Infrastructure Ltd,ORIRAIL,"Rail","401.03832","75.85","25.724074406670944"
Kiran Vyapar Ltd,KIRANVYPAR,"Diversified Financials","399.98653326","147.7","3.3799774654385666"
Munjal Showa Ltd,MUNJALSHOW,"Auto Parts","397.5503","99.2","32.69328124999934"
Zenotech Laboratories Ltd,ZENOTECH,"Biotechnology","396.698692","65.1","17.885423444544635"
Salasar Exteriors and Contour Ltd,SECL,"Construction & Engineering","395.476086525","383.75","141.2414594732143"
Deccan Gold Mines Ltd,DECNGOLD,"Mining - Diversified","393.8415225","42","-148.06072274436093"
